accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,309.83203125,1.0,cpu,0.0,256.0,0.00021228139999038834,1054720.0,309.83203125,rnn,0.0,8.0,131584.0,0.0,0.0
0.0,relu,309.83203125,1.0,cpu,0.0,512.0,0.0005368913499978589,4206592.0,309.83203125,rnn,0.0,8.0,525312.0,0.0,0.0
0.0,relu,313.70703125,1.0,cpu,0.0,1024.0,0.0023086518000127398,16801792.0,313.70703125,rnn,0.0,8.0,2099200.0,0.0,0.0
0.0,relu,377.69140625,1.0,cpu,0.0,2048.0,0.012502344949984943,67158016.0,377.69140625,rnn,0.0,8.0,8392704.0,0.0,0.0
0.0,relu,449.730712890625,1.0,cpu,0.0,3072.0,0.030284884499997125,151068672.0,449.7578125,rnn,0.0,8.0,18880512.0,0.0,0.0
0.0,relu,577.8203125,1.0,cpu,0.0,4096.0,0.0429083463500092,268533760.0,577.8203125,rnn,0.0,8.0,33562624.0,0.0,0.0
0.0,relu,577.91796875,1.0,cpu,0.0,1.0,0.00021864819998427263,80.0,577.91796875,rnn,0.0,16.0,4.0,0.0,0.0
0.0,relu,306.03515625,1.0,cpu,0.0,2.0,0.00020143859999279808,224.0,306.03515625,rnn,0.0,16.0,12.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,4.0,0.00020932974998686405,704.0,306.0390625,rnn,0.0,16.0,40.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,8.0,0.0002097884000022532,2432.0,306.0390625,rnn,0.0,16.0,144.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,16.0,0.00021411484999589447,8960.0,306.0390625,rnn,0.0,16.0,544.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,32.0,0.00022440499999447643,34304.0,306.0390625,rnn,0.0,16.0,2112.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,64.0,0.0002476717500030645,134144.0,306.0390625,rnn,0.0,16.0,8320.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,256.0,0.000377846700007467,2109440.0,306.0390625,rnn,0.0,16.0,131584.0,0.0,0.0
0.0,relu,306.0390625,1.0,cpu,0.0,512.0,0.0007834722500092539,8413184.0,306.0390625,rnn,0.0,16.0,525312.0,0.0,0.0
0.0,relu,317.9140625,1.0,cpu,0.0,1024.0,0.002752233499995782,33603584.0,317.9140625,rnn,0.0,16.0,2099200.0,0.0,0.0
0.0,relu,382.03515625,1.0,cpu,0.0,2048.0,0.018693342450001184,134316032.0,382.03515625,rnn,0.0,16.0,8392704.0,0.0,0.0
0.0,relu,454.15625,1.0,cpu,0.0,3072.0,0.042647620499997166,302137344.0,454.1640625,rnn,0.0,16.0,18880512.0,0.0,0.0
0.0,relu,582.18359375,1.0,cpu,0.0,4096.0,0.0826646563499935,537067520.0,582.18359375,rnn,0.0,16.0,33562624.0,0.0,0.0
0.0,relu,582.18359375,1.0,cpu,0.0,1.0,0.000439961899996888,160.0,582.18359375,rnn,0.0,32.0,4.0,0.0,0.0
0.0,relu,325.33203125,1.0,cpu,0.0,2.0,0.0003986160500062397,448.0,325.33203125,rnn,0.0,32.0,12.0,0.0,0.0
0.0,relu,325.33203125,1.0,cpu,0.0,4.0,0.00040006799999900975,1408.0,325.33203125,rnn,0.0,32.0,40.0,0.0,0.0
0.0,relu,325.33203125,1.0,cpu,0.0,8.0,0.00044360845001847334,4864.0,325.33203125,rnn,0.0,32.0,144.0,0.0,0.0
0.0,relu,325.33203125,1.0,cpu,0.0,16.0,0.0004532420000032289,17920.0,325.33203125,rnn,0.0,32.0,544.0,0.0,0.0
